x,y,val
0,0,474.2240748690656
1,0,545.3173522567379
2,0,563.9368471969913
3,0,588.7662546252664
4,0,634.2268888882932
5,0,696.5948048422983
6,0,749.5936653257527
7,0,642.0199414021777
8,0,543.6844050210443
9,0,518.7395077446504
10,0,366.24671692445395
11,0,131.11366701329598
12,0,-36.87439662212364
13,0,-148.15661038272174
14,0,-261.0093643513894
15,0,-311.554083546764
16,0,-295.8602410231108
17,0,-270.9981157290821
18,0,-255.9709527939399
19,0,-192.5690281624387
20,0,-179.25028503710837
21,0,-185.7359637768866
22,0,-266.2585899282136
23,0,-432.3191714318749
24,0,-512.4223767010749
25,0,-508.70843749229334
26,0,-508.7593687291493
27,0,-480.44732472294334
28,0,-450.2530555340394
29,0,-396.4312904509335
30,0,-353.1568030199403
31,0,-307.1175621150902
32,0,-306.83256661044175
33,0,-287.457844917197
34,0,-184.68939851112873
35,0,-184.54837645081875
36,0,-269.85285971635415
37,0,-386.0198938890205
38,0,-444.03916004448536
39,0,-391.8371312193906
40,0,-277.8078075265472
41,0,-271.8182929095831
42,0,-372.58697237620675
43,0,-430.3454865526546
44,0,-448.97592971281165
45,0,-564.1170425403257
46,0,-700.937428040407
47,0,-792.8088565535104
48,0,-834.0160739053987
49,0,-856.102495693091
50,0,-839.1171010803586
51,0,-829.3480285280075
52,0,-792.8193578980181
53,0,-765.717447612863
54,0,-776.9716862535398
55,0,-786.5918817826162
56,0,-767.8570720732989
57,0,-704.0489443908635
58,0,-626.296992394317
59,0,-605.857044003362
60,0,-570.530454067291
61,0,-513.1234248475091
62,0,-497.8579089513948
63,0,-505.00077610257875
64,0,-440.5681044187668
65,0,-268.04543533447145
66,0,-183.5337450567066
67,0,-169.28807250034993
68,0,-81.99413411126011
69,0,-21.948740857536222
70,0,19.612159195855156
71,0,123.76012146047151
72,0,410.1482544316707
73,0,780.6663342478171
74,0,1049.9734136741504
75,0,1066.6889185500304
76,0,727.3866871081455
77,0,420.46707595338376
78,0,306.95329656486797
79,0,164.04631904693633
80,0,37.125651567594105
81,0,109.29453604237733
82,0,156.12768703240363
83,0,63.26042623898934
84,0,8.115113600314771
85,0,-108.10071408011629
86,0,-199.72304573564804
87,0,-286.84820589262165
88,0,-372.07389232973856
89,0,-410.04201340444183
90,0,-405.13712674373096
91,0,-322.2442120993293
92,0,-351.90289166721016
93,0,-494.78911565800496
94,0,-448.0201796525165
95,0,-321.722984672072
96,0,-258.13772059128655
97,0,-179.0719382933571
98,0,-98.3889495108333
99,0,-132.8912292150253
100,0,-252.37938922163937
101,0,-323.3865953820739
102,0,-403.12911802959366
103,0,-425.1377095267902
104,0,-418.69330095277314
105,0,-347.5783926214948
106,0,-343.62146970918855
107,0,-428.51242066701286
108,0,-509.47614042724723
109,0,-486.3648553264393
110,0,-434.9212131837745
111,0,-310.01290371332686
112,0,-149.96323231710642
113,0,-83.16691541506543
114,0,-60.11930568771572
115,0,-145.15712332028318
116,0,-162.87997484855657
117,0,-200.6247129068753
118,0,-291.9509173304466
119,0,-305.671029542052
120,0,-40.03705739874613
121,0,48.71989780997205
122,0,-213.58688970092862
123,0,-447.0584345365281
124,0,-467.91371302016535
125,0,-497.4513899642711
126,0,-532.9890360594779
127,0,-543.1921269265548
128,0,-536.9227959832398
129,0,-449.6082059537871
130,0,-341.43038655330054
131,0,-241.65571367793473
132,0,-100.37130012044997
133,0,154.41385689778872
134,0,260.6143313598843
135,0,239.32961313648934
136,0,194.1306345755254
137,0,148.22831353326978
138,0,44.65782000709646
139,0,26.981389244076354
140,0,-80.46022156873414
141,0,-230.8301182156399
142,0,-227.12317149818102
143,0,-50.278642972683315
144,0,54.86227224344452
145,0,6.251781948923508
146,0,-10.41279772731059
147,0,-63.34776129346608
148,0,-192.8819048262742
149,0,-281.72109456418093
150,0,-257.65960415203017
151,0,-168.22891009417924
152,0,-154.18490977811814
153,0,-289.8883953069385
154,0,-405.50803902454163
155,0,-417.23083833806106
156,0,-425.3284451612358
157,0,-453.1233172963281
158,0,-539.5993025013029
159,0,-571.2818284666102
160,0,-445.43252802923064
161,0,-388.86825043463057
162,0,-385.36112021049746
163,0,-419.58584574937174
164,0,-462.83368782464845
165,0,-443.57637812757423
166,0,-333.66918304783565
167,0,-155.08793341218416
168,0,-78.94501573540776
169,0,-109.95212114063952
170,0,-104.84537550527455
171,0,-27.96825255046224
172,0,36.80402554453235
173,0,-145.8607638575328
174,0,-418.9795344064365
175,0,-579.4184026654495
176,0,-592.861293414076
177,0,-528.5964987622806
178,0,-526.3007858801739
179,0,-652.1939847005822
180,0,-762.8780667463825
181,0,-704.2041389540434
182,0,-622.8476708698535
183,0,-521.5815736097161
184,0,-394.64411280085517
185,0,-384.6071430363462
186,0,-386.2427551877322
187,0,-414.743937386927
188,0,-458.8948765357121
189,0,-483.01362958756954
190,0,-423.4682877268514
191,0,-253.0561810159727
192,0,-159.28427908064498
193,0,-216.21546980484186
